geometry.coordinates,date_tm-value,stn_nam-value,air_temp,air_temp-qa,dwpt_temp,rel_hum,rel_hum-qa,avg_wnd_spd_10m_pst10mts,avg_wnd_spd_10m_pst1hr,rnfl_amt_pst1mt,rnfl_amt_pst1mt-qa,rnfl_amt_pst1hr,rnfl_amt_pst1hr-qa,dwpt_temp-qa,avg_vis_pst10mts,vis,vis-qa
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:22:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.9,7.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:22:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,94.0,100.0,0.0,1.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:22:00.000Z,POINT ATKINSON,5.1,100.0,0.8,73.0,100.0,2.7,2.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:23:00.000Z,DELTA BURNS BOG,1.7,100.0,1.7,100.0,100.0,0.2,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:23:00.000Z,POINT ATKINSON,5.1,100.0,0.8,74.0,100.0,3.1,2.4,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:23:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.9,7.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:23:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.4,90.0,100.0,0.8,0.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:23:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,95.0,100.0,0.0,1.4,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:23:00.000Z,WHITE ROCK,4.3,100.0,0.4,76.0,100.0,5.6,5.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:24:00.000Z,POINT ATKINSON,5.1,100.0,0.8,74.0,100.0,3.2,2.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:24:00.000Z,WHITE ROCK,4.2,100.0,0.5,76.0,100.0,5.4,5.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:24:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.4,90.0,100.0,0.7,0.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:24:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,95.0,100.0,0.0,1.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:24:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.7,7.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:24:00.000Z,DELTA BURNS BOG,1.7,100.0,1.7,100.0,100.0,0.2,0.2,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:25:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,95.0,100.0,0.0,1.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:25:00.000Z,POINT ATKINSON,5.1,100.0,0.9,74.0,100.0,2.9,2.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:25:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.5,90.0,100.0,0.6,0.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:25:00.000Z,WHITE ROCK,4.2,100.0,0.5,77.0,100.0,5.4,5.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:25:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.8,7.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:25:00.000Z,DELTA BURNS BOG,1.7,100.0,1.7,100.0,100.0,0.2,0.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:26:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.5,90.0,100.0,0.5,0.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:26:00.000Z,POINT ATKINSON,5.0,100.0,0.9,75.0,100.0,2.6,2.4,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:26:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.9,7.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:26:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,95.0,100.0,0.3,1.3,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:26:00.000Z,DELTA BURNS BOG,1.7,100.0,1.7,100.0,100.0,0.2,0.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:26:00.000Z,WHITE ROCK,4.2,100.0,0.5,77.0,100.0,5.2,5.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:27:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.3,1.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:27:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.1,7.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:27:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.5,90.0,100.0,0.3,0.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:27:00.000Z,POINT ATKINSON,4.9,100.0,0.8,75.0,100.0,2.7,2.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:27:00.000Z,DELTA BURNS BOG,1.8,100.0,1.7,100.0,100.0,0.2,0.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:27:00.000Z,WHITE ROCK,4.2,100.0,0.5,77.0,100.0,5.2,5.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:28:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.5,90.0,100.0,0.4,0.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:28:00.000Z,DELTA BURNS BOG,1.7,100.0,1.7,100.0,100.0,0.2,0.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:28:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,7.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:28:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.4,1.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:28:00.000Z,POINT ATKINSON,4.9,100.0,0.8,75.0,100.0,2.9,2.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:28:00.000Z,WHITE ROCK,4.2,100.0,0.5,77.0,100.0,4.9,5.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:29:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.4,1.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:29:00.000Z,POINT ATKINSON,4.9,100.0,0.8,75.0,100.0,3.0,2.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:29:00.000Z,WHITE ROCK,4.2,100.0,0.5,77.0,100.0,4.7,5.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:29:00.000Z,DELTA BURNS BOG,1.7,100.0,1.7,100.0,100.0,0.1,0.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:29:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.6,7.5,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:29:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.4,90.0,100.0,0.5,0.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:30:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.5,90.0,100.0,0.6,0.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:30:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.8,7.5,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:30:00.000Z,DELTA BURNS BOG,1.7,100.0,1.7,100.0,100.0,0.1,0.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:30:00.000Z,WHITE ROCK,4.2,100.0,0.5,77.0,100.0,4.6,5.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:30:00.000Z,POINT ATKINSON,4.9,100.0,0.9,75.0,100.0,2.9,2.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:30:00.000Z,PITT MEADOWS CS,2.8,100.0,2.0,95.0,100.0,0.5,1.1,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:31:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:31:00.000Z,WHITE ROCK,4.1,100.0,0.6,77.0,100.0,4.6,5.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:31:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.0,7.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:31:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.7,1.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:31:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.5,90.0,100.0,0.5,0.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:31:00.000Z,POINT ATKINSON,4.9,100.0,0.9,75.0,100.0,3.1,2.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:32:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.8,1.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:32:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.4,89.0,100.0,0.4,0.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:32:00.000Z,WHITE ROCK,4.1,100.0,0.6,78.0,100.0,4.7,5.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:32:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.9,7.7,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:32:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:32:00.000Z,POINT ATKINSON,4.9,100.0,0.8,75.0,100.0,3.0,2.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:33:00.000Z,WHITE ROCK,4.1,100.0,0.6,78.0,100.0,4.5,5.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:33:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.0,7.7,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:33:00.000Z,PITT MEADOWS CS,2.6,100.0,2.0,95.0,100.0,0.8,1.0,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:33:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:33:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.3,89.0,100.0,0.3,0.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:33:00.000Z,POINT ATKINSON,4.9,100.0,0.9,75.0,100.0,2.5,2.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:34:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:34:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.0,7.7,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:34:00.000Z,PITT MEADOWS CS,2.6,100.0,1.9,95.0,100.0,0.8,1.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:34:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.3,89.0,100.0,0.3,0.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:34:00.000Z,WHITE ROCK,4.1,100.0,0.6,78.0,100.0,4.3,5.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:34:00.000Z,POINT ATKINSON,4.9,100.0,0.9,75.0,100.0,2.4,2.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:35:00.000Z,WHITE ROCK,4.1,100.0,0.6,78.0,100.0,4.2,5.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:35:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.2,88.0,100.0,0.3,0.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:35:00.000Z,DELTA BURNS BOG,1.6,100.0,1.5,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:35:00.000Z,POINT ATKINSON,5.0,100.0,0.9,75.0,100.0,2.8,2.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:35:00.000Z,PITT MEADOWS CS,2.6,100.0,1.9,95.0,100.0,0.8,0.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:35:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.8,7.7,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:36:00.000Z,PITT MEADOWS CS,2.6,100.0,1.9,95.0,100.0,0.6,0.9,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:36:00.000Z,WHITE ROCK,4.1,100.0,0.6,78.0,100.0,4.4,5.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:36:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,7.7,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:36:00.000Z,POINT ATKINSON,5.0,100.0,0.9,75.0,100.0,3.4,2.5,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:36:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.2,88.0,100.0,0.3,0.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:36:00.000Z,DELTA BURNS BOG,1.6,100.0,1.5,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:37:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:37:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.6,0.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:37:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.2,89.0,100.0,0.5,0.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:37:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.1,7.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:37:00.000Z,WHITE ROCK,4.1,100.0,0.6,78.0,100.0,4.6,5.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:37:00.000Z,POINT ATKINSON,5.0,100.0,1.0,75.0,100.0,4.1,2.6,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:38:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:38:00.000Z,POINT ATKINSON,5.1,100.0,1.1,75.0,100.0,4.5,2.8,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:38:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.7,7.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:38:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.2,89.0,100.0,0.3,0.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:38:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.6,0.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:38:00.000Z,WHITE ROCK,4.0,100.0,0.7,79.0,100.0,4.9,5.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:39:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:39:00.000Z,POINT ATKINSON,5.1,100.0,1.1,75.0,100.0,4.8,2.8,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:39:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.7,0.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:39:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.3,89.0,100.0,0.2,0.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:39:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.6,7.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:39:00.000Z,WHITE ROCK,4.0,100.0,0.7,79.0,100.0,5.1,5.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:40:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.6,7.6,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:40:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:40:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.7,0.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:40:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.3,89.0,100.0,0.3,0.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:40:00.000Z,WHITE ROCK,4.0,100.0,0.6,78.0,100.0,5.1,5.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:40:00.000Z,POINT ATKINSON,5.1,100.0,1.0,75.0,100.0,5.1,2.8,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:41:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.6,7.6,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:41:00.000Z,DELTA BURNS BOG,1.6,100.0,1.6,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:41:00.000Z,POINT ATKINSON,5.1,100.0,1.0,75.0,100.0,5.0,2.8,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:41:00.000Z,PITT MEADOWS CS,2.7,100.0,2.0,95.0,100.0,0.8,0.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:41:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.3,89.0,100.0,0.3,0.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:41:00.000Z,WHITE ROCK,4.0,100.0,0.6,78.0,100.0,5.1,5.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:42:00.000Z,WEST VANCOUVER AUT,3.0,100.0,1.4,89.0,100.0,0.3,0.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:42:00.000Z,WHITE ROCK,4.0,100.0,0.6,78.0,100.0,5.0,5.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:42:00.000Z,DELTA BURNS BOG,1.5,100.0,1.5,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:42:00.000Z,POINT ATKINSON,5.1,100.0,1.0,75.0,100.0,4.9,2.9,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:42:00.000Z,PITT MEADOWS CS,2.8,100.0,2.0,95.0,100.0,1.0,0.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:42:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.0,7.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:43:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.3,89.0,100.0,0.3,0.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:43:00.000Z,PITT MEADOWS CS,2.8,100.0,2.0,95.0,100.0,1.0,0.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:43:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,7.7,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:43:00.000Z,DELTA BURNS BOG,1.5,100.0,1.5,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:43:00.000Z,WHITE ROCK,4.0,100.0,0.6,78.0,100.0,5.0,5.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:43:00.000Z,POINT ATKINSON,5.1,100.0,1.0,75.0,100.0,5.2,2.9,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:44:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.6,7.8,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:44:00.000Z,WHITE ROCK,4.0,100.0,0.6,78.0,100.0,5.1,5.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:44:00.000Z,POINT ATKINSON,5.1,100.0,1.0,75.0,100.0,5.5,3.0,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:44:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.2,89.0,100.0,0.3,0.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:44:00.000Z,DELTA BURNS BOG,1.5,100.0,1.4,100.0,100.0,0.2,0.3,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:44:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,95.0,100.0,1.1,0.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:45:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.9,7.9,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:45:00.000Z,POINT ATKINSON,5.1,100.0,1.1,75.0,100.0,5.4,3.0,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:45:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,94.0,100.0,1.2,0.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:45:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.1,88.0,100.0,0.3,0.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:45:00.000Z,WHITE ROCK,4.0,100.0,0.6,79.0,100.0,5.2,5.6,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:45:00.000Z,DELTA BURNS BOG,1.4,100.0,1.4,100.0,100.0,0.3,0.3,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:46:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.1,88.0,100.0,0.2,0.6,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:46:00.000Z,DELTA BURNS BOG,1.4,100.0,1.4,100.0,100.0,0.5,0.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:46:00.000Z,POINT ATKINSON,5.1,100.0,1.0,75.0,100.0,4.8,3.0,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:46:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.1,8.0,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:46:00.000Z,PITT MEADOWS CS,2.7,100.0,1.9,94.0,100.0,1.2,0.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:46:00.000Z,WHITE ROCK,4.0,100.0,0.6,79.0,100.0,4.9,5.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-24T08:47:00.000Z,POINT ATKINSON,5.0,100.0,1.0,75.0,100.0,4.3,3.0,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:47:00.000Z,DELTA BURNS BOG,1.4,100.0,1.4,100.0,100.0,0.6,0.3,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-24T08:47:00.000Z,PITT MEADOWS CS,2.8,100.0,1.9,94.0,100.0,1.1,0.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-24T08:47:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.1,8.0,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:47:00.000Z,WHITE ROCK,4.0,100.0,0.6,79.0,100.0,4.9,5.6,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-24T08:47:00.000Z,WEST VANCOUVER AUT,2.9,100.0,1.1,88.0,100.0,0.1,0.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-24T08:48:00.000Z,WHITE ROCK,4.0,100.0,0.7,79.0,100.0,4.9,5.6,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-24T08:48:00.000Z,DELTA BURNS BOG,1.4,100.0,1.4,100.0,100.0,0.6,0.3,0.0,100.0,0.0,,,,,
